Indicador ;Área;Regimen ;Número casos Hombre;Número casos Mujer;Población  encuestada Hombre;Población  encuestada Mujer;Año
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Contributivo;10;57;79;223;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Subsidiado ;4;8;12;42;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No asegurado ;0;3;4;13;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Especial;5;5;10;19;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Contributivo;13;45;32;109;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Subsidiado ;0;6;1;14;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No asegurado ;0;2;2;3;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Especial;1;4;3;7;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Contributivo;56;165;68;182;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Subsidiado ;25;61;25;64;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No asegurado ;7;8;7;9;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Especial;9;18;9;18;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Contributivo;7;15;110;138;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Subsidiado ;1;3;34;38;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;No asegurado ;1;0;18;13;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Especial;0;1;1;5;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;No reporta;3;3;24;36;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Contributivo;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Subsidiado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;No asegurado ;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Especial;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;No reporta;0;0;0;0;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Contributivo;86;282;289;652;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Subsidiado ;30;78;72;158;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;No asegurado ;8;13;31;38;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Especial;15;28;23;49;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;No reporta;3;3;24;36;2013
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Contributivo;14;19;23;43;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Subsidiado ;3;5;12;17;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;No asegurado ;0;1;1;1;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Especial;0;1;0;3;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Contributivo;1;4;41;114;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Subsidiado ;2;4;38;94;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;No asegurado ;0;0;5;3;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Especial;0;0;2;5;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;No reporta;0;0;3;3;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Contributivo;5;10;28;61;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Subsidiado ;0;1;0;8;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No asegurado ;0;0;1;3;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Especial;1;0;2;9;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Contributivo;20;86;72;278;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Subsidiado ;1;17;13;58;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No asegurado ;4;2;9;13;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Especial;4;11;8;33;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No reporta;3;6;13;24;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Contributivo;39;130;85;253;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Subsidiado ;14;47;30;82;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No asegurado ;2;8;6;14;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Especial;5;13;10;19;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No reporta;9;7;10;9;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Contributivo;0;2;18;20;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Subsidiado ;0;1;13;12;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;No asegurado ;1;0;9;3;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Especial;1;0;3;1;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;No reporta;0;1;10;20;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Contributivo;13;54;42;109;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Subsidiado ;3;15;24;53;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;No asegurado ;2;2;6;7;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Especial;0;3;1;5;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Contributivo;4;5;22;38;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Subsidiado ;0;1;5;15;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;No asegurado ;0;0;7;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Especial;0;0;1;2;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Contributivo;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Subsidiado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;No asegurado ;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Especial;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;No reporta;0;0;0;0;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Contributivo;96;310;331;916;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Subsidiado ;23;91;135;339;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;No asegurado ;9;13;44;44;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Especial;11;28;27;77;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;No reporta;12;14;36;56;2014
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Contributivo;40;46;120;146;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Subsidiado ;1;3;37;87;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Especial;1;2;5;7;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Contributivo;1;11;18;65;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Subsidiado ;1;2;2;5;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No asegurado ;0;0;2;7;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Especial;3;2;3;11;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No reporta;2;3;10;16;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Contributivo;53;135;131;256;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Subsidiado ;14;35;27;71;2015
